Sentence	Characters	Bytes
毕加索甚至宣称 ， ” 我不是画我所看到的 ， 而是画我所想 “	26	78
我什么时候才会收到这种东西啊？	15	45
这些都是伟大的人， 男子跪在国王谁。	17	51
穆罕默德－礼萨·巴列维	11	32
F. 残疾、基本保健与福利 (《公约》第6条、第18条第3款、第23条、第24条、第26条和第27条第1至3款)	54	126
73. 执行秘书审视了问题领域和各种选择，并按照第十届缔约方会议的结果发起了一个进程，为2006-2007两年期引进一个新的秘书处结构和一个新的重在结果的方法。	79	213
2. 资发基金是联合国为48个最不发达国家设立的资本投资组织，旨在帮助应对上述挑战。	41	115
你所说的倒有点像是... 穴道按摩	16	42
但愿他不会魔法的事不要暴露 别闹出大事就好	20	60
对不起，我这鞋...	10	24
向关键合作伙伴（如城市规划协会和居民协会）提供有关加强使用可持续城市规划原则和工具的咨询服务 (英) (4)	52	146
1. 注意到 提交的有关控制危险废物越境转移及其处置巴塞尔公约和国际海事组织之间的合作的资料，对国际海事组织、缔约方和其他各方就《巴塞尔公约》与经《1978年议定书》修订、并经《1997年议定书》进一步修正的1973年《国际防止船舶造成污染公约》之间的关系提交资料和意见表示赞赏；	138	386
我不关心民主自由。	9	27
在21世纪初，有一亿多儿童不能接受教育，每年有一千多万的儿童死于不可预防的疾病。	40	116
给我另一种	5	15
26. 1998年7月通过的《罗马国际刑事法院规约》规定，招募不满15岁的儿童或利用他们积极参加国际和非国际武装冲突的敌对行动是战争罪。	67	181
我最爱的经验是 有一次我载孩子去上学 我的拉比把我拦下来 问我罗斯跟瑞秋的事 他们何时要交往 求爱过程又是如何	50	150
截至2012年12月1日，秘书处收到了四份关于在有限场地、封闭系统条件下的中间体化学品的生产和使用的通知：其中三份关于在生产三氯杀螨醇中使用的滴滴涕，一份关于生产五氯苯酚钠中使用的六氯苯。	94	268
我们只亲嘴了	6	18
59. 法国政府提出的建议得到了发言的各国政府的大力支持，即比利时、巴西、智利、秘鲁、瑞士和委内瑞拉玻利瓦尔共和国。	57	165
不跟我说月光石的事情呢	11	33
他指出，程序的增值价值在于其对受害者的关注，任务范围宽泛，以及特别程序就指称的侵犯人权行为采取的行动不需要已全部使用完国内补救，可以基于对初步证据的关注。	77	231
如果他们选择了单独提出申请，Toala女士和Eka Toala自己本来也可以被视为主要申请人。	46	112
每队各有一名球员在名单上	12	36
12. 着重指出联索援助团必须在各自任务规定的相关领域中与索马里和厄立特里亚问题监测组合作；	45	129
非常好 艾莎	5	15
由于这种通知和保留之间不可能发生严重混淆， 也就不必在《实践指南》中针对前面那种情况拟订准则草案。	48	144
公共信息干事	6	18
该国政府还转交了内务部长的资料，资料阐述了该国政府为保障人权捍卫者能够安全地继续其工作所采取的措施。	50	150
667. 委员会欢迎该国批准或加入了以下国际人权文书：	26	70
作为这项建议的后续行动，委员会想收到关于在哪些领域印度能够为其他国家执行决议提供援助的资料。	46	138
这意味着美国政府既不能将宗教加强于人，也不能限制人们信教。	29	87
你愿意嫁给我吗？	8	24
4. 在10月7日第3次会议上，阿拉伯叙利亚共和国代表以给予殖民地国家和人民独立宣言执行情况特别委员会报告员的身份介绍了特别委员会的报告。	68	192
a 如2000-2001年财务报表附注4㈣(c)所示，在2000-2001年财务报表列报的7.2百万美元应收捐款总额中，有132 000美元应于2001年12月31日缴付，其余数额为未来各年的应收捐款。	99	217
他可以连续工作12小时 毫无问题	15	41
所以差别也不大...	10	24
60. Arbogast先生(美利坚合众国)说对朝鲜民主主义人民共和国代表的并非事实而只是辩词的说法表示拒绝。	54	136
我回复的短信很简单	9	27
" 关于第15条第3款，代表香港的联合王国的理解是，本条款的目的是，在合同或其他私人文件中只有那些具有所述性质的歧视性用语或款项将被视作无效，而不必是整个合同或文件。 "	83	239
实施10个速效项目，以支持苏丹南部的治理	20	56
看到这个仪表了吗？	9	27
11. 建议包括各区域委员会在内的联合国各机构和机关、并邀请有关政府间组织、非政府组织、研究和学术机构在与家庭有关的问题上，包括在国际家庭年二十周年筹备工作方面，以协调一致的方式同秘书处经济和社会事务部密切合作；	105	309
它们把所有人连接起来， 而不考虑身份政治。 这是好消息。	26	78
11. 三个国家将资助恐怖主义定为犯罪，其余四个国家为对付这一问题提出了一些法律条款。	42	120
我上去看看情况如何	9	27
正如联合国的各项决议、非洲统一组织和不结盟国家运动所强调的那样，必须通过撒哈拉人民行使其自决权来解决冲突。	53	159
2. 然而，由于蒙古地处内陆和地理隔绝、属于冬季严寒的大陆性气候、从农村地区向城市大量移徙造成传统游牧和迅速城市化并存(约60%人口居住在首都乌兰巴托)、主要城市中心以外基础设施薄弱、需要大力加强民主施政等若干复杂因素，蒙古在实现发展目标包括赋予妇女权力和两性平等方面依然面临巨大挑战。	142	412
另外，如果像所指称的那样是机密文件，那么就该有军队标志、用邮戳封口、有标题、收件人及书写报告的日期，以表明其机密性。	58	174
12. 委员会在近东救济工程处报告第二章中重点说明了近东救济工程处工作所处困难业务条件对于控制环境的影响。	52	150
把你的手放在车上并分开	11	33
同样，批准《1954年关于发生武装冲突时保护文化财产的海牙公约第二项附加议定书》也是希腊政府的一个高度优先事项，希腊政府最近成立了一个实施该公约的全国咨询委员会。	81	235
好了，呆在那里。	8	24
1. 注意到联合国工作人员养恤金联合委员会关于2004-2005两年期订正预算估计数报告1 第134至136段中提供的资料；	60	144
-她妈妈在法国大使馆工作	12	34
2012年《生物武器公约》缔约国会议，日内瓦	22	58
再有5个国家批准，我们就将越过150个国家批准这一大关，与条约5年前获得的近100个国家批准相比，这是大幅增加。	56	152
你现在信不信上帝？	9	27
你不想靠近我吗？	8	24
(c) 世界气象大会可决定在到期之日要求偿还可能到期的拖欠本组织工作资本基金的借款；	41	117
出入大牢的人 怎能住在府里？	13	39
28. " 光荣榜 " 上有32个值得注意的会员国，其中有发达国家和发展中国家，数目比往年显著增加。	46	124
204. 缔约国没有在报告中以及对委员会所提事项和问题的答复中提供资料，说明古吉拉特邦屠杀事件对妇女产生的影响，这对《公约》的实施产生负面影响，委员会对此表示不满。	81	235
未填补的职位包括18个国际专业职位，在第2阶段对外部申请人开放。	32	90
他死在离自己家一栋楼外的地方	14	42
因此，拟同已登记的先驱投资者商定合作安排，以便从他们那里得到必要的补充数据和资料，以评估所有保留区域。	51	153
申诉人于1991年8月加入阿尔及利亚军队。	21	53
把手放在地板上	7	21
2. 请秘书长在2006年6月6日之前向安理会通报关于东帝汶局势和联合国于联东办事处任务期限结束后在该国所发挥的作用的最新信息，以期就这个问题采取进一步行动；	78	218
你知道我的圣诞愿望？	10	30
来文方的后续评论	8	24
非常抱歉，非常抱歉	9	27
由于业务工作移交给非洲联盟-联合国达尔富尔混合行动，裁撤达尔富尔的1个财务助理员额	41	119
同样，根据仲裁庭的意见，分歧表现在有些人主张对于可能存在的不符合同情形，卖方没有义务展开调查；另一些人则声称卖方不得 " 忽略蛛丝马迹 " ，而且 " 在某些情况下 " 卖方有义务检验货物是否存在不符合同情形。	97	283
判例148：《仲裁示范法》第16(2)、(3)条；第34(2)条 - 关于申请撤销俄罗斯联邦工商联合会国际商事仲裁法院第214/1993号案仲裁裁决一案的裁决(1995年2月10日)	89	199
因为每个父亲都应该 在女儿举行婚礼前教她跳舞 你说呢？	25	75
就像CJ 总是捡流浪狗	10	26
我很吃惊 我甚至不知道自己是否有权过问	18	54
没有课程学分	6	18
34. 委员会请缔约国：	11	27
这些评估必须科学可信、各自独立、经过同行审议且必须查明不确定性。	32	96
115. SAHINBAS先生（土耳其）欢迎2001年年度报告中概述的本组织的改革进程以及本组织在技术合作执行和财务及行政效率方面所取得的改善。	71	181
钱不在银行里	6	18
注：收受的调查是指有意进行调查的所有新案件。	22	66
他们逮捕了他！	7	21
哦， 别像个孩子，你这鬼东西	13	39
让我来试试他	6	18
联合王国驳斥任何关于阿根廷共和国对福克兰群岛或南乔治亚岛和南桑威奇群岛及其周围海域拥有任何合法权利的说法。	53	159
- 粜盾	6	16
为了促进高效率的担保信贷，本指南建议采取以下办法：在设定担保权（在当事各方之间的效力）所需的步骤与取得第三方效力所必需的步骤之间做出区别。	69	207
内政部对关于联络处外交和行政人员及其一名配偶的车牌和车辆于2008年2月29日、4月3日、5月15日、6月20日和7月7日遭到破坏的指控进行了调查。	74	188
商业出版社出版的书籍	10	30
为此，行政首长理事会将确保系统各组织提高协调一致性。	26	78
㈢ 第22次区域规划理事会主持者会议；	18	50
是在商店里 我找不到妈妈了	12	36
净收入 -- -- 毛收入和支出的差额；	17	43
捐款 -- -- 净额**	10	18
243. 2009年多目的家庭调查结果显示，2009年城镇地区人均一揽子基本食品支出额为44.33美元，而农村地区则为27.86美元。	66	154
